2026-09-12 15:38:06, SISTEMA, CALCULO_DIFERENCIA_PESO, DIF: -3.8
2026-09-15 13:13:14, CLIENTE_7, CONSULTA_PROGRESO
2026-09-15 13:13:14, CLIENTE_7, CONSULTA_PROGRESO,
2026-09-15 13:13:14, CLIENTE_7, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:13:14, CLIENTE_9, CONSULTA_PROGRESO
2026-09-15 13:13:14, CLIENTE_9, CONSULTA_PROGRESO,
2026-09-15 13:13:14, CLIENTE_9, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:13:14, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:13:14, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:13:14, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:13:14, 10, CREACION_RUTINA ID: None,
2026-09-15 13:13:14, 10, CREACION_RUTINA, ID: None
2026-09-15 13:13:14, 1, ACTUALIZACION_RUTINA ID: 1,
2026-09-15 13:13:14, 1, ELIMINACION_RUTINA ID: 4,
2026-09-15 13:13:14, 1, AGREGAR_EJERCICIO_A_RUTINA ID: 1,
2026-09-15 13:13:14, 1, ELIMINAR_EJERCICIO_DE_RUTINA ID: 1,
2026-09-15 13:13:14, 1, ASIGNACION_RUTINA Cliente: 3, Rutina: 9,
2026-09-15 13:13:14, 2, ASIGNACION_RUTINA Cliente: 7, Rutina: 12,
2026-09-15 13:13:14, CLIENTE_15, REGISTRO_SESION,
2026-09-15 13:13:14, CLIENTE_15, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:13:14, CLIENTE_5, REGISTRO_SESION,
2026-09-15 13:13:14, CLIENTE_5, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:13:14, CLIENTE_10, CONSULTA_SESIONES,
2026-09-15 13:13:14, CLIENTE_10, CONSULTA_SESIONES,
2026-09-15 13:13:14, admin, ELIMINACION_SESION,
2026-09-15 13:13:16, 1, SUGERENCIA_RUTINA, CARDIO_QUEMA_GRASA
2026-09-15 13:13:16, 2, SUGERENCIA_RUTINA, FUERZA_HIPERTROFIA
2026-09-15 13:13:16, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.5
2026-09-15 13:13:16, juan@mail.com, REPORTE_PDF_GENERADO, reportes/reporte.pdf
2026-09-15 13:13:16, <Mock name='mock.id_usuario' id='2492976832128'>, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-15 13:13:16, <Mock name='mock.id_usuario' id='2492976832128'>, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-15 13:13:16, 1, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:13:16, 1, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:13:16, 2, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:13:16, 2, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:13:16, 3, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:13:16, 3, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:13:16, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:13:16, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:13:16, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:13:16, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:13:16, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.0
2026-09-15 13:13:16, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.0
2026-09-15 13:13:16, test@example.com, REPORTE_PDF_GENERADO, reporte.pdf
2026-09-15 13:13:16, test@example.com, REPORTE_PDF_GENERADO, reporte.pdf
2026-09-15 13:23:26, usuario@example.com, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-15 13:23:26, usuario@example.com, LOGIN_EXITOSO,
2026-09-15 13:23:26, desconocido@example.com, LOGIN_FALLIDO, Intento de inicio de sesión fallido
2026-09-15 13:23:26, desconocido@example.com, LOGIN_FALLIDO,
2026-09-15 13:23:26, activo@example.com, LOGOUT,
2026-09-15 13:23:26, test.admin.80aecf30@example.com, REGISTRO_ADMINISTRADOR, Nuevo administrador registrado
2026-09-15 13:23:26, usuario_demo, ACCION_PRUEBA,
2026-09-15 13:23:26, usuario_demo, ACCION_PRUEBA, META: Bajar de peso
2026-09-15 13:23:26, carlos@example.com, REGISTRO_CLIENTE,
2026-09-15 13:23:26, carlos@example.com, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-15 13:23:26, ID_5, ELIMINACION_CLIENTE,
2026-09-15 13:23:27, 1, CREACION_EJERCICIO ID: None,
2026-09-15 13:23:27, 1, CREACION_EJERCICIO, ID: None
2026-09-15 13:23:27, sistema, ACTUALIZACION_EJERCICIO ID: 1,
2026-09-15 13:23:27, 1, ELIMINACION_EJERCICIO ID: 8,
2026-09-15 13:23:27, CLIENTE_10, CONSULTA_PROGRESO,
2026-09-15 13:23:27, CLIENTE_10, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:23:27, entrenador1, CONSULTA_IMPACTO,
2026-09-15 13:23:27, entrenador1, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:23:27, CLIENTE_8, GENERAR_PROGRESO,
2026-09-15 13:23:27, CLIENTE_8, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:23:27, CLIENTE_12, CONSULTA_PROGRESO,
2026-09-15 13:23:27, CLIENTE_12, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:23:27, CLIENTE_1, CONSULTA_PROGRESO
2026-09-15 13:23:27, CLIENTE_1, CONSULTA_PROGRESO,
2026-09-15 13:23:27, CLIENTE_1, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:23:27, CLIENTE_2, CONSULTA_PROGRESO
2026-09-15 13:23:27, CLIENTE_2, CONSULTA_PROGRESO,
2026-09-15 13:23:27, CLIENTE_2, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:23:27, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:23:27, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:23:27, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:23:27, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:23:27, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:23:27, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:23:27, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:23:27, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:23:27, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:23:27, CLIENTE_4, GENERAR_PROGRESO
2026-09-15 13:23:27, CLIENTE_4, GENERAR_PROGRESO,
2026-09-15 13:23:27, CLIENTE_4, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:23:27, CLIENTE_6, GENERAR_PROGRESO
2026-09-15 13:23:27, CLIENTE_6, GENERAR_PROGRESO,
2026-09-15 13:23:27, CLIENTE_6, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:23:27, CLIENTE_7, CONSULTA_PROGRESO
2026-09-15 13:23:27, CLIENTE_7, CONSULTA_PROGRESO,
2026-09-15 13:23:27, CLIENTE_7, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:23:27, CLIENTE_9, CONSULTA_PROGRESO
2026-09-15 13:23:27, CLIENTE_9, CONSULTA_PROGRESO,
2026-09-15 13:23:27, CLIENTE_9, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:23:27, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:23:27, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:23:27, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:23:27, 10, CREACION_RUTINA ID: None,
2026-09-15 13:23:27, 10, CREACION_RUTINA, ID: None
2026-09-15 13:23:27, 1, ACTUALIZACION_RUTINA ID: 1,
2026-09-15 13:23:27, 1, ELIMINACION_RUTINA ID: 4,
2026-09-15 13:23:27, 1, AGREGAR_EJERCICIO_A_RUTINA ID: 1,
2026-09-15 13:23:27, 1, ELIMINAR_EJERCICIO_DE_RUTINA ID: 1,
2026-09-15 13:23:27, 1, ASIGNACION_RUTINA Cliente: 3, Rutina: 9,
2026-09-15 13:23:27, 2, ASIGNACION_RUTINA Cliente: 7, Rutina: 12,
2026-09-15 13:23:27, CLIENTE_15, REGISTRO_SESION,
2026-09-15 13:23:27, CLIENTE_15, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:23:28, CLIENTE_5, REGISTRO_SESION,
2026-09-15 13:23:28, CLIENTE_5, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:23:28, CLIENTE_10, CONSULTA_SESIONES,
2026-09-15 13:23:28, CLIENTE_10, CONSULTA_SESIONES,
2026-09-15 13:23:28, admin, ELIMINACION_SESION,
2026-09-15 13:23:35, 1, SUGERENCIA_RUTINA, CARDIO_QUEMA_GRASA
2026-09-15 13:23:35, 2, SUGERENCIA_RUTINA, FUERZA_HIPERTROFIA
2026-09-15 13:23:35, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.5
2026-09-15 13:23:35, juan@mail.com, REPORTE_PDF_GENERADO, reportes/reporte.pdf
2026-09-15 13:23:35, <Mock name='mock.id_usuario' id='2715688293376'>, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-15 13:23:35, <Mock name='mock.id_usuario' id='2715688293376'>, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-15 13:23:35, 1, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:23:35, 1, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:23:35, 2, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:23:35, 2, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:23:35, 3, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:23:35, 3, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:23:35, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:23:35, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:23:35, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:23:35, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:23:35, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.0
2026-09-15 13:23:35, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.0
2026-09-15 13:23:35, test@example.com, REPORTE_PDF_GENERADO, reporte.pdf
2026-09-15 13:23:35, test@example.com, REPORTE_PDF_GENERADO, reporte.pdf
2026-09-15 13:26:36, usuario@example.com, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-15 13:26:36, usuario@example.com, LOGIN_EXITOSO,
2026-09-15 13:26:36, desconocido@example.com, LOGIN_FALLIDO, Intento de inicio de sesión fallido
2026-09-15 13:26:36, desconocido@example.com, LOGIN_FALLIDO,
2026-09-15 13:26:36, activo@example.com, LOGOUT,
2026-09-15 13:26:36, test.admin.1afbe800@example.com, REGISTRO_ADMINISTRADOR, Nuevo administrador registrado
2026-09-15 13:26:36, usuario_demo, ACCION_PRUEBA,
2026-09-15 13:26:36, usuario_demo, ACCION_PRUEBA, META: Bajar de peso
2026-09-15 13:26:36, carlos@example.com, REGISTRO_CLIENTE,
2026-09-15 13:26:36, carlos@example.com, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-15 13:26:36, ID_5, ELIMINACION_CLIENTE,
2026-09-15 13:26:36, 1, CREACION_EJERCICIO ID: None,
2026-09-15 13:26:36, 1, CREACION_EJERCICIO, ID: None
2026-09-15 13:26:36, sistema, ACTUALIZACION_EJERCICIO ID: 1,
2026-09-15 13:26:36, 1, ELIMINACION_EJERCICIO ID: 8,
2026-09-15 13:26:37, CLIENTE_10, CONSULTA_PROGRESO,
2026-09-15 13:26:37, CLIENTE_10, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:26:37, entrenador1, CONSULTA_IMPACTO,
2026-09-15 13:26:37, entrenador1, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:26:37, CLIENTE_8, GENERAR_PROGRESO,
2026-09-15 13:26:37, CLIENTE_8, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:26:37, CLIENTE_12, CONSULTA_PROGRESO,
2026-09-15 13:26:37, CLIENTE_12, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:26:37, CLIENTE_1, CONSULTA_PROGRESO
2026-09-15 13:26:37, CLIENTE_1, CONSULTA_PROGRESO,
2026-09-15 13:26:37, CLIENTE_1, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:26:37, CLIENTE_2, CONSULTA_PROGRESO
2026-09-15 13:26:37, CLIENTE_2, CONSULTA_PROGRESO,
2026-09-15 13:26:37, CLIENTE_2, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:26:37, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:26:37, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:26:37, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:26:37, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:26:37, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:26:37, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:26:37, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:26:37, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:26:37, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:26:37, CLIENTE_4, GENERAR_PROGRESO
2026-09-15 13:26:37, CLIENTE_4, GENERAR_PROGRESO,
2026-09-15 13:26:37, CLIENTE_4, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:26:37, CLIENTE_6, GENERAR_PROGRESO
2026-09-15 13:26:37, CLIENTE_6, GENERAR_PROGRESO,
2026-09-15 13:26:37, CLIENTE_6, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:26:37, CLIENTE_7, CONSULTA_PROGRESO
2026-09-15 13:26:37, CLIENTE_7, CONSULTA_PROGRESO,
2026-09-15 13:26:37, CLIENTE_7, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:26:37, CLIENTE_9, CONSULTA_PROGRESO
2026-09-15 13:26:37, CLIENTE_9, CONSULTA_PROGRESO,
2026-09-15 13:26:37, CLIENTE_9, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:26:37, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:26:37, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:26:37, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:26:37, 10, CREACION_RUTINA ID: None,
2026-09-15 13:26:37, 10, CREACION_RUTINA, ID: None
2026-09-15 13:26:37, 1, ACTUALIZACION_RUTINA ID: 1,
2026-09-15 13:26:37, 1, ELIMINACION_RUTINA ID: 4,
2026-09-15 13:26:37, 1, AGREGAR_EJERCICIO_A_RUTINA ID: 1,
2026-09-15 13:26:37, 1, ELIMINAR_EJERCICIO_DE_RUTINA ID: 1,
2026-09-15 13:26:37, 1, ASIGNACION_RUTINA Cliente: 3, Rutina: 9,
2026-09-15 13:26:37, 2, ASIGNACION_RUTINA Cliente: 7, Rutina: 12,
2026-09-15 13:26:37, CLIENTE_15, REGISTRO_SESION,
2026-09-15 13:26:37, CLIENTE_15, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:26:37, CLIENTE_5, REGISTRO_SESION,
2026-09-15 13:26:37, CLIENTE_5, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:26:37, CLIENTE_10, CONSULTA_SESIONES,
2026-09-15 13:26:37, CLIENTE_10, CONSULTA_SESIONES,
2026-09-15 13:26:37, admin, ELIMINACION_SESION,
2026-09-15 13:26:44, 1, SUGERENCIA_RUTINA, CARDIO_QUEMA_GRASA
2026-09-15 13:26:44, 2, SUGERENCIA_RUTINA, FUERZA_HIPERTROFIA
2026-09-15 13:26:44, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.5
2026-09-15 13:26:44, juan@mail.com, REPORTE_PDF_GENERADO, reportes/reporte.pdf
2026-09-15 13:26:44, <Mock name='mock.id_usuario' id='2311737387264'>, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-15 13:26:44, <Mock name='mock.id_usuario' id='2311737387264'>, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-15 13:26:44, 1, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:26:44, 1, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:26:44, 2, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:26:44, 2, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:26:44, 3, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:26:44, 3, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:26:44, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:26:44, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:26:44, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:26:44, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:26:44, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.0
2026-09-15 13:26:44, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.0
2026-09-15 13:26:44, test@example.com, REPORTE_PDF_GENERADO, reporte.pdf
2026-09-15 13:26:44, test@example.com, REPORTE_PDF_GENERADO, reporte.pdf
2026-09-15 13:28:53, usuario@example.com, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-15 13:28:53, usuario@example.com, LOGIN_EXITOSO,
2026-09-15 13:28:53, desconocido@example.com, LOGIN_FALLIDO, Intento de inicio de sesión fallido
2026-09-15 13:28:53, desconocido@example.com, LOGIN_FALLIDO,
2026-09-15 13:28:53, activo@example.com, LOGOUT,
2026-09-15 13:28:53, test.admin.2a615778@example.com, REGISTRO_ADMINISTRADOR, Nuevo administrador registrado
2026-09-15 13:28:53, usuario_demo, ACCION_PRUEBA,
2026-09-15 13:28:53, usuario_demo, ACCION_PRUEBA, META: Bajar de peso
2026-09-15 13:28:53, carlos@example.com, REGISTRO_CLIENTE,
2026-09-15 13:28:53, carlos@example.com, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-15 13:28:53, ID_5, ELIMINACION_CLIENTE,
2026-09-15 13:28:53, 1, CREACION_EJERCICIO ID: None,
2026-09-15 13:28:53, 1, CREACION_EJERCICIO, ID: None
2026-09-15 13:28:53, sistema, ACTUALIZACION_EJERCICIO ID: 1,
2026-09-15 13:28:53, 1, ELIMINACION_EJERCICIO ID: 8,
2026-09-15 13:28:53, CLIENTE_10, CONSULTA_PROGRESO,
2026-09-15 13:28:53, CLIENTE_10, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:28:53, entrenador1, CONSULTA_IMPACTO,
2026-09-15 13:28:53, entrenador1, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:28:53, CLIENTE_8, GENERAR_PROGRESO,
2026-09-15 13:28:53, CLIENTE_8, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:28:53, CLIENTE_12, CONSULTA_PROGRESO,
2026-09-15 13:28:53, CLIENTE_12, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:28:54, CLIENTE_1, CONSULTA_PROGRESO
2026-09-15 13:28:54, CLIENTE_1, CONSULTA_PROGRESO,
2026-09-15 13:28:54, CLIENTE_1, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:28:54, CLIENTE_2, CONSULTA_PROGRESO
2026-09-15 13:28:54, CLIENTE_2, CONSULTA_PROGRESO,
2026-09-15 13:28:54, CLIENTE_2, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:28:54, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:28:54, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:28:54, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:28:54, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:28:54, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:28:54, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:28:54, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:28:54, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:28:54, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:28:54, CLIENTE_4, GENERAR_PROGRESO
2026-09-15 13:28:54, CLIENTE_4, GENERAR_PROGRESO,
2026-09-15 13:28:54, CLIENTE_4, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:28:54, CLIENTE_6, GENERAR_PROGRESO
2026-09-15 13:28:54, CLIENTE_6, GENERAR_PROGRESO,
2026-09-15 13:28:54, CLIENTE_6, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:28:54, CLIENTE_7, CONSULTA_PROGRESO
2026-09-15 13:28:54, CLIENTE_7, CONSULTA_PROGRESO,
2026-09-15 13:28:54, CLIENTE_7, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:28:54, CLIENTE_9, CONSULTA_PROGRESO
2026-09-15 13:28:54, CLIENTE_9, CONSULTA_PROGRESO,
2026-09-15 13:28:54, CLIENTE_9, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:28:54, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:28:54, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:28:54, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:28:54, 10, CREACION_RUTINA ID: None,
2026-09-15 13:28:54, 10, CREACION_RUTINA, ID: None
2026-09-15 13:28:54, 1, ACTUALIZACION_RUTINA ID: 1,
2026-09-15 13:28:54, 1, ELIMINACION_RUTINA ID: 4,
2026-09-15 13:28:54, 1, AGREGAR_EJERCICIO_A_RUTINA ID: 1,
2026-09-15 13:28:54, 1, ELIMINAR_EJERCICIO_DE_RUTINA ID: 1,
2026-09-15 13:28:54, 1, ASIGNACION_RUTINA Cliente: 3, Rutina: 9,
2026-09-15 13:28:54, 2, ASIGNACION_RUTINA Cliente: 7, Rutina: 12,
2026-09-15 13:28:54, CLIENTE_15, REGISTRO_SESION,
2026-09-15 13:28:54, CLIENTE_15, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:28:54, CLIENTE_5, REGISTRO_SESION,
2026-09-15 13:28:54, CLIENTE_5, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:28:54, CLIENTE_10, CONSULTA_SESIONES,
2026-09-15 13:28:54, CLIENTE_10, CONSULTA_SESIONES,
2026-09-15 13:28:54, admin, ELIMINACION_SESION,
2026-09-15 13:29:01, 1, SUGERENCIA_RUTINA, CARDIO_QUEMA_GRASA
2026-09-15 13:29:01, 2, SUGERENCIA_RUTINA, FUERZA_HIPERTROFIA
2026-09-15 13:29:01, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.5
2026-09-15 13:29:01, juan@mail.com, REPORTE_PDF_GENERADO, reportes/reporte.pdf
2026-09-15 13:29:01, <Mock name='mock.id_usuario' id='1778977681968'>, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-15 13:29:01, <Mock name='mock.id_usuario' id='1778977681968'>, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-15 13:29:01, 1, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:29:01, 1, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:29:01, 2, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:29:01, 2, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:29:01, 3, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:29:01, 3, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:29:01, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:29:01, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:29:01, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:29:01, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:29:01, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.0
2026-09-15 13:29:01, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.0
2026-09-15 13:29:01, test@example.com, REPORTE_PDF_GENERADO, reporte.pdf
2026-09-15 13:29:01, test@example.com, REPORTE_PDF_GENERADO, reporte.pdf
2026-09-15 13:30:58, usuario@example.com, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-15 13:30:58, usuario@example.com, LOGIN_EXITOSO,
2026-09-15 13:30:58, desconocido@example.com, LOGIN_FALLIDO, Intento de inicio de sesión fallido
2026-09-15 13:30:58, desconocido@example.com, LOGIN_FALLIDO,
2026-09-15 13:30:58, activo@example.com, LOGOUT,
2026-09-15 13:30:58, test.admin.ed8f0d26@example.com, REGISTRO_ADMINISTRADOR, Nuevo administrador registrado
2026-09-15 13:30:58, usuario_demo, ACCION_PRUEBA,
2026-09-15 13:30:58, usuario_demo, ACCION_PRUEBA, META: Bajar de peso
2026-09-15 13:30:58, carlos@example.com, REGISTRO_CLIENTE,
2026-09-15 13:30:58, carlos@example.com, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-15 13:30:59, ID_5, ELIMINACION_CLIENTE,
2026-09-15 13:30:59, 1, CREACION_EJERCICIO ID: None,
2026-09-15 13:30:59, 1, CREACION_EJERCICIO, ID: None
2026-09-15 13:30:59, sistema, ACTUALIZACION_EJERCICIO ID: 1,
2026-09-15 13:30:59, 1, ELIMINACION_EJERCICIO ID: 8,
2026-09-15 13:30:59, CLIENTE_10, CONSULTA_PROGRESO,
2026-09-15 13:30:59, CLIENTE_10, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:30:59, entrenador1, CONSULTA_IMPACTO,
2026-09-15 13:30:59, entrenador1, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:30:59, CLIENTE_8, GENERAR_PROGRESO,
2026-09-15 13:30:59, CLIENTE_8, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:30:59, CLIENTE_12, CONSULTA_PROGRESO,
2026-09-15 13:30:59, CLIENTE_12, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:30:59, CLIENTE_1, CONSULTA_PROGRESO
2026-09-15 13:30:59, CLIENTE_1, CONSULTA_PROGRESO,
